"iid","match","pid","decision","decision_count","like","like_total","gender","attr_self","sinc_self","fun_self","intel_self","amb_self","attr","sinc","intel","fun","amb","shar","goal","first_round","last_round","same_field","same_origin"
114,0,123,"1",4,7,11,"0",7,9,8,6,7,8,7,6,6,5,4,3,"0","0","0","0"
114,0,124,"0",4,2,9,"0",7,9,8,6,7,4,3,4,2,9,3,3,"0","0","1","0"
114,0,125,"0",4,5,10,"0",7,9,8,6,7,7,5,5,6,5,3,3,"1","0","0","0"
114,0,126,"0",4,6,12,"0",7,9,8,6,7,5,6,5,5,5,7,3,"0","0","0","0"
114,0,127,"0",4,2,5,"0",7,9,8,6,7,2,3,2,2,6,2,3,"0","1","0","0"
114,1,128,"1",4,8,15,"0",7,9,8,6,7,8,6,7,8,7,5,3,"0","0","0","0"
114,0,129,"0",4,5,12,"0",7,9,8,6,7,5,6,5,4,6,3,3,"0","0","1","0"
114,0,130,"1",4,7,10,"0",7,9,8,6,7,7,8,7,5,6,6,3,"0","0","0","0"
114,0,131,"0",4,5,10,"0",7,9,8,6,7,5,6,4,5,3,3,3,"0","0","0","1"
115,0,122,"0",3,10,20,"0",8,7,8,9,8,10,10,10,10,10,10,2,"0","0","0","0"
115,0,123,"0",3,5,9,"0",8,7,8,9,8,6,10,10,7,6,5,2,"0","0","0","0"
115,0,124,"0",3,2,8,"0",8,7,8,9,8,2,10,10,2,10,2,2,"0","1","0","0"
115,1,125,"1",3,10,20,"0",8,7,8,9,8,10,10,10,10,10,10,2,"0","0","0","0"
115,0,126,"0",3,8,13,"0",8,7,8,9,8,6,10,10,8,10,6,2,"0","0","0","0"
115,1,127,"1",3,7,14,"0",8,7,8,9,8,8,5,9,9,10,8,2,"0","0","0","0"
115,1,128,"1",3,8,16,"0",8,7,8,9,8,9,10,9,8,8,7,2,"0","0","0","0"
115,0,129,"0",3,6,13,"0",8,7,8,9,8,6,10,8,8,10,5,2,"0","0","0","0"
115,0,130,"0",3,6,12,"0",8,7,8,9,8,6,9,9,9,9,5,2,"0","0","0","0"
116,1,122,"1",6,10,20,"0",8,9,8,9,9,10,10,10,10,10,10,2,"0","1","0","0"
116,0,123,"1",6,8,12,"0",8,9,8,9,9,7,10,8,8,8,6,2,"0","0","0","0"
116,0,124,"0",6,3,10,"0",8,9,8,9,9,4,4,8,2,10,0,2,"0","0","0","0"
116,1,125,"1",6,10,20,"0",8,9,8,9,9,10,8,8,9,8,8,2,"0","0","0","0"
116,0,126,"0",6,7,14,"0",8,9,8,9,9,6,9,10,7,9,4,2,"0","0","0","0"
116,1,127,"1",6,7,14,"0",8,9,8,9,9,8,6,6,7,5,6,2,"1","0","0","0"
116,0,128,"0",6,6,12,"0",8,9,8,9,9,7,8,8,6,6,3,2,"0","0","0","0"
116,1,129,"1",6,8,15,"0",8,9,8,9,9,6,10,6,9,6,4,2,"0","0","0","0"
116,0,130,"1",6,8,10,"0",8,9,8,9,9,10,7,7,7,6,5,2,"0","0","0","0"
116,0,131,"0",6,5,10,"0",8,9,8,9,9,4,8,7,3,7,0,2,"0","0","0","0"
117,0,122,"1",2,8,18,"0",8,7,8,8,8,10,10,10,10,10,10,2,"0","0","0","0"
117,0,123,"0",2,7,13,"0",8,7,8,8,8,7,10,8,7,8,4,2,"0","0","0","0"
117,0,124,"0",2,2,9,"0",8,7,8,8,8,4,8,7,5,9,3,2,"1","0","1","0"
117,1,125,"1",2,10,20,"0",8,7,8,8,8,10,10,10,10,10,10,2,"0","0","0","0"
117,0,126,"0",2,7,14,"0",8,7,8,8,8,6,10,9,7,8,6,2,"0","0","0","0"
117,0,127,"0",2,7,14,"0",8,7,8,8,8,8,6,7,6,8,5,2,"0","0","0","0"
117,0,128,"0",2,8,16,"0",8,7,8,8,8,7,8,6,6,6,6,2,"0","0","0","0"
117,0,129,"0",2,4,12,"0",8,7,8,8,8,7,7,6,7,9,5,2,"0","0","1","0"
117,0,130,"0",2,6,12,"0",8,7,8,8,8,5,10,8,5,8,4,2,"0","1","0","0"
119,1,125,"1",2,7,14,"0",8,10,10,10,10,6,8,8,9,8,6,2,"0","0","0","0"
119,1,127,"1",2,8,16,"0",8,10,10,10,10,8,10,9,10,8,7,2,"0","0","0","0"
120,1,122,"1",4,6,14,"0",6,8,8,8,9,7,8,7,8,8,5,1,"0","0","0","0"
120,0,123,"0",4,4,9,"0",6,8,8,8,9,5,8,6,2,2,2,1,"0","0","0","0"
120,0,124,"0",4,1,9,"0",6,8,8,8,9,2,1,4,1,6,0,1,"0","0","0","0"
120,1,125,"1",4,5,12,"0",6,8,8,8,9,6,8,8,6,8,5,1,"0","0","0","0"
120,0,126,"0",4,7,14,"0",6,8,8,8,9,8,10,8,7,8,6,1,"0","1","0","0"
120,0,127,"0",4,2,9,"0",6,8,8,8,9,9,4,5,2,2,1,1,"0","0","0","0"
120,1,128,"1",4,6,14,"0",6,8,8,8,9,8,7,8,6,5,2,1,"0","0","0","0"
120,0,129,"0",4,4,12,"0",6,8,8,8,9,5,7,2,2,4,2,1,"0","0","0","0"
120,1,130,"1",4,9,18,"0",6,8,8,8,9,9,9,9,8,10,2,1,"1","0","0","0"
120,0,131,"0",4,5,10,"0",6,8,8,8,9,7,8,6,5,7,2,1,"0","0","0","0"
121,0,122,"1",7,9,16,"0",2,9,9,7,9,8,10,10,7,7,8,1,"0","0","0","0"
121,0,123,"1",7,9,12,"0",2,9,9,7,9,9,10,7,5,10,9,1,"0","0","0","0"
121,0,124,"0",7,5,12,"0",2,9,9,7,9,4,6,7,6,6,1,1,"0","0","0","0"
121,0,125,"1",7,8,11,"0",2,9,9,7,9,6,10,10,8,8,4,1,"0","0","0","0"
121,0,126,"1",7,9,14,"0",2,9,9,7,9,8,7,10,7,10,9,1,"0","0","0","0"
121,0,127,"0",7,1,5,"0",2,9,9,7,9,4,4,2,1,1,1,1,"0","0","0","0"
121,0,128,"1",7,9,14,"0",2,9,9,7,9,9,10,10,5,7,4,1,"0","0","0","0"
121,0,129,"0",7,7,14,"0",2,9,9,7,9,7,6,7,8,10,7,1,"1","0","0","0"
121,0,130,"1",7,7,9,"0",2,9,9,7,9,6,10,5,2,2,4,1,"0","0","0","0"
121,0,131,"1",7,9,11,"0",2,9,9,7,9,7,10,10,8,10,1,1,"0","1","0","0"
122,1,112,"1",4,9,17,"1",7,10,8,8,8,9,9,9,9,9,9,2,"0","0","0","0"
122,0,113,"0",4,10,18,"1",7,10,8,8,8,10,10,10,10,10,10,2,"1","0","0","0"
122,0,114,"0",4,8,14,"1",7,10,8,8,8,6,10,7,7,7,7,2,"0","0","0","0"
122,0,115,"0",4,10,20,"1",7,10,8,8,8,10,10,10,10,10,10,2,"0","0","0","0"
122,1,116,"1",4,10,20,"1",7,10,8,8,8,10,10,10,10,10,10,2,"0","1","0","0"
122,0,117,"0",4,10,18,"1",7,10,8,8,8,10,10,10,10,10,10,2,"0","0","0","0"
122,0,119,"1",4,8,13,"1",7,10,8,8,8,9,9,8,7,8,7,2,"0","0","0","0"
122,1,120,"1",4,8,14,"1",7,10,8,8,8,6,7,7,7,7,7,2,"0","0","0","0"
122,0,121,"0",4,7,16,"1",7,10,8,8,8,6,9,8,7,6,6,2,"0","0","0","0"
123,0,112,"1",1,8,12,"1",8,7,7,7,8,9,7,7,6,4,5,3,"0","0","0","0"
123,0,113,"0",1,4,8,"1",8,7,7,7,8,6,5,5,4,4,5,3,"0","0","0","0"
123,0,114,"0",1,4,11,"1",8,7,7,7,8,4,6,6,5,4,5,3,"0","0","0","0"
123,0,115,"0",1,4,9,"1",8,7,7,7,8,4,5,4,4,5,4,3,"0","0","0","0"
123,0,116,"0",1,4,12,"1",8,7,7,7,8,6,5,5,4,4,6,3,"0","0","0","0"
123,0,117,"0",1,6,13,"1",8,7,7,7,8,6,6,5,6,5,6,3,"0","0","0","0"
123,0,119,"0",1,5,10,"1",8,7,7,7,8,6,4,5,6,7,7,3,"1","0","0","0"
123,0,120,"0",1,5,9,"1",8,7,7,7,8,9,6,8,5,7,4,3,"0","0","0","0"
123,0,121,"0",1,3,12,"1",8,7,7,7,8,5,4,5,4,5,4,3,"0","0","0","0"
124,0,112,"1",8,6,7,"1",8,8,10,10,10,6,7,7,4,4,5,3,"0","0","0","0"
124,0,113,"1",8,8,9,"1",8,8,10,10,10,7,6,7,5,5,8,3,"0","0","1","0"
124,0,114,"1",8,7,9,"1",8,8,10,10,10,5,6,8,7,7,7,3,"0","0","1","0"
124,0,115,"1",8,6,8,"1",8,8,10,10,10,6,2,4,4,4,6,3,"0","1","0","0"
124,0,116,"1",8,7,10,"1",8,8,10,10,10,5,4,3,2,5,4,3,"0","0","0","0"
124,0,117,"1",8,7,9,"1",8,8,10,10,10,8,7,6,5,5,5,3,"1","0","1","0"
124,0,119,"1",8,7,11,"1",8,8,10,10,10,9,8,4,5,3,2,3,"0","0","0","0"
124,0,120,"0",8,8,9,"1",8,8,10,10,10,7,5,6,6,8,7,3,"0","0","0","0"
124,0,121,"1",8,7,12,"1",8,8,10,10,10,2,7,9,6,7,7,3,"0","0","0","0"
125,1,112,"1",7,8,16,"1",9,6,10,9,10,9,8,9,9,8,7,2,"0","1","0","0"
125,1,113,"1",7,7,16,"1",9,6,10,9,10,8,8,7,7,7,6,2,"0","0","0","0"
125,0,114,"0",7,5,10,"1",9,6,10,9,10,5,8,8,6,7,5,2,"1","0","0","0"
125,1,115,"1",7,10,20,"1",9,6,10,9,10,10,10,9,10,9,10,2,"0","0","0","0"
125,1,116,"1",7,10,20,"1",9,6,10,9,10,10,10,10,10,10,10,2,"0","0","0","0"
125,1,117,"1",7,10,20,"1",9,6,10,9,10,10,5,6,10,10,10,2,"0","0","0","0"
125,1,119,"1",7,7,14,"1",9,6,10,9,10,8,8,6,6,6,7,2,"0","0","0","0"
125,1,120,"1",7,7,12,"1",9,6,10,9,10,9,8,7,8,7,7,2,"0","0","0","0"
125,0,121,"0",7,3,11,"1",9,6,10,9,10,4,6,6,5,4,2,2,"0","0","0","0"
126,1,112,"1",4,6,14,"1",9,10,9,9,9,7,8,7,6,6,6,5,"0","0","0","0"
126,1,113,"1",4,7,14,"1",9,10,9,9,9,6,8,9,9,8,6,5,"0","0","0","0"
126,0,114,"0",4,6,12,"1",9,10,9,9,9,6,7,7,6,7,7,5,"0","0","0","0"
126,0,115,"0",4,5,13,"1",9,10,9,9,9,5,7,6,6,6,5,5,"0","0","0","0"
126,0,116,"0",4,7,14,"1",9,10,9,9,9,7,6,8,9,7,7,5,"0","0","0","0"
126,0,117,"0",4,7,14,"1",9,10,9,9,9,7,7,7,7,7,8,5,"0","0","0","0"
126,0,119,"1",4,7,11,"1",9,10,9,9,9,6,9,8,9,7,7,5,"0","0","0","0"
126,0,120,"1",4,7,14,"1",9,10,9,9,9,7,7,7,7,6,8,5,"0","1","0","0"
126,0,121,"0",4,5,14,"1",9,10,9,9,9,4,8,7,6,6,5,5,"0","0","0","0"
127,1,112,"1",6,10,18,"1",8,8,9,9,8,10,7,9,10,8,10,0,"0","0","0","0"
127,0,113,"0",6,5,14,"1",8,8,9,9,8,5,5,5,5,5,5,0,"0","0","0","0"
127,0,114,"0",6,3,5,"1",8,8,9,9,8,5,7,7,2,5,2,0,"0","1","0","0"
127,1,115,"1",6,7,14,"1",8,8,9,9,8,7,3,7,10,7,8,0,"0","0","0","0"
127,1,116,"1",6,7,14,"1",8,8,9,9,8,7,7,7,7,5,5,0,"1","0","0","0"
127,0,117,"1",6,7,14,"1",8,8,9,9,8,7,7,8,8,10,6,0,"0","0","0","0"
127,1,119,"1",6,8,16,"1",8,8,9,9,8,9,8,8,6,7,3,0,"0","0","0","0"
127,0,120,"1",6,7,9,"1",8,8,9,9,8,8,5,7,8,5,6,0,"0","0","0","0"
127,0,121,"0",6,4,5,"1",8,8,9,9,8,5,8,7,0,5,0,0,"0","0","0","0"
128,1,112,"1",8,9,18,"1",8,7,7,8,7,10,9,8,9,9,7,2,"1","0","0","0"
128,1,113,"1",8,7,13,"1",8,7,7,8,7,7,9,9,8,8,8,2,"0","0","0","0"
128,1,114,"1",8,7,15,"1",8,7,7,8,7,7,9,9,8,8,7,2,"0","0","0","0"
128,1,115,"1",8,8,16,"1",8,7,7,8,7,9,7,6,10,8,7,2,"0","0","0","0"
128,0,116,"1",8,6,12,"1",8,7,7,8,7,7,7,7,7,8,6,2,"0","0","0","0"
128,0,117,"1",8,8,16,"1",8,7,7,8,7,8,8,9,9,7,7,2,"0","0","0","0"
128,1,119,"1",8,8,13,"1",8,7,7,8,7,9,8,9,7,8,8,2,"0","1","0","0"
128,1,120,"1",8,8,14,"1",8,7,7,8,7,8,8,10,10,8,7,2,"0","0","0","0"
128,0,121,"0",8,5,14,"1",8,7,7,8,7,6,9,7,7,8,7,2,"0","0","0","0"
129,1,112,"1",5,8,15,"1",8,8,8,8,8,9,8,9,10,8,8,4,"0","0","0","1"
129,0,113,"0",5,7,16,"1",8,8,8,8,8,7,8,8,7,7,7,4,"0","1","1","0"
129,0,115,"1",5,7,13,"1",8,8,8,8,8,8,8,8,7,6,10,4,"0","0","0","0"
129,0,117,"1",5,8,12,"1",8,8,8,8,8,8,9,10,9,5,9,4,"0","0","1","0"
129,0,120,"1",5,8,12,"1",8,8,8,8,8,9,8,8,10,9,8,4,"0","0","0","0"
129,0,121,"1",5,7,14,"1",8,8,8,8,8,7,8,10,6,5,6,4,"1","0","0","0"
130,0,112,"0",2,5,12,"1",5,6,6,6,6,5,5,5,2,1,2,2,"0","0","0","0"
130,0,113,"0",2,5,12,"1",5,6,6,6,6,3,3,5,6,1,1,2,"0","0","0","0"
130,0,114,"0",2,3,10,"1",5,6,6,6,6,1,1,6,2,5,1,2,"0","0","0","0"
130,0,115,"0",2,6,12,"1",5,6,6,6,6,6,5,5,4,3,2,2,"0","0","0","0"
130,0,116,"0",2,2,10,"1",5,6,6,6,6,3,7,2,1,1,1,2,"0","0","0","0"
130,0,117,"0",2,6,12,"1",5,6,6,6,6,6,6,6,3,8,2,2,"0","1","0","0"
130,1,119,"1",2,8,16,"1",5,6,6,6,6,7,6,6,6,6,6,2,"0","0","0","0"
130,1,120,"1",2,9,18,"1",5,6,6,6,6,9,6,8,6,6,6,2,"1","0","0","0"
130,0,121,"0",2,2,9,"1",5,6,6,6,6,2,1,3,1,1,1,2,"0","0","0","0"
132,0,137,"0",1,8,15,"0",8,10,10,9,10,7,9,7,9,6,9,2,"0","1","1","0"
132,0,138,"0",1,8,16,"0",8,10,10,9,10,8,8,8,8,8,8,2,"0","0","1","0"
132,0,139,"0",1,5,13,"0",8,10,10,9,10,5,7,9,5,9,5,2,"0","0","0","0"
132,1,140,"1",1,9,16,"0",8,10,10,9,10,8,9,9,9,9,8,2,"0","0","1","0"
132,0,141,"0",1,7,14,"0",8,10,10,9,10,5,8,8,8,7,7,2,"1","0","1","0"
134,1,137,"1",2,9,18,"0",7,8,8,8,8,8,9,7,9,10,8,2,"0","0","0","0"
134,0,138,"1",2,7,8,"0",7,8,8,8,8,7,8,9,8,7,8,2,"0","0","0","0"
134,0,139,"0",2,6,13,"0",7,8,8,8,8,7,7,8,5,8,5,2,"0","1","0","0"
134,0,141,"0",2,5,12,"0",7,8,8,8,8,6,5,6,5,6,4,2,"0","0","0","0"
137,0,132,"1",3,7,15,"1",7,9,8,9,8,8,8,9,8,9,7,2,"0","1","1","0"
137,0,133,"0",3,7,14,"1",7,9,8,9,8,6,10,10,6,7,5,2,"1","0","0","0"
137,1,134,"1",3,9,18,"1",7,9,8,9,8,9,9,9,8,8,7,2,"0","0","0","0"
137,0,135,"1",3,7,13,"1",7,9,8,9,8,7,8,8,7,7,6,2,"0","0","0","0"
138,0,132,"1",1,8,16,"1",8,8,8,8,8,8,7,4,6,6,4,2,"0","0","1","0"
138,0,133,"0",1,1,7,"1",8,8,8,8,8,3,8,8,9,8,1,2,"0","0","0","0"
138,0,134,"0",1,1,8,"1",8,8,8,8,8,3,8,8,2,7,1,2,"0","0","0","0"
138,0,135,"0",1,1,8,"1",8,8,8,8,8,4,6,6,1,7,1,2,"1","0","0","0"
140,1,132,"1",1,7,16,"1",7,7,9,8,8,7,7,7,7,7,7,2,"0","0","1","0"
140,0,133,"0",1,6,13,"1",7,7,9,8,8,5,9,8,6,8,6,2,"0","1","0","0"
141,0,132,"1",4,7,14,"1",7,9,8,8,6,8,7,7,7,7,8,2,"1","0","1","0"
141,0,133,"1",4,8,13,"1",7,9,8,8,6,6,10,9,9,6,5,2,"0","0","0","0"
141,0,134,"1",4,7,12,"1",7,9,8,8,6,7,8,8,7,6,5,2,"0","0","0","0"
141,1,135,"1",4,8,14,"1",7,9,8,8,6,8,9,8,8,6,5,2,"0","1","0","0"
142,0,158,"0",12,4,13,"0",9,9,9,10,7,4,5,6,4,6,4,2,"1","0","0","0"
142,1,159,"1",12,9,16,"0",9,9,9,10,7,5,10,9,8,7,5,2,"0","0","0","0"
142,0,160,"1",12,8,14,"0",9,9,9,10,7,8,8,8,8,10,6,2,"0","0","0","0"
142,0,161,"1",12,9,16,"0",9,9,9,10,7,10,10,9,8,8,7,2,"0","0","0","0"
142,0,162,"1",12,8,13,"0",9,9,9,10,7,8,10,9,8,8,5,2,"0","0","0","0"
142,0,163,"1",12,8,14,"0",9,9,9,10,7,6,8,8,8,8,7,2,"0","0","0","0"
142,0,164,"1",12,7,13,"0",9,9,9,10,7,8,9,10,8,5,6,2,"0","0","0","0"
142,0,165,"0",12,7,13,"0",9,9,9,10,7,6,8,7,6,5,7,2,"0","0","1","0"
142,0,166,"0",12,5,10,"0",9,9,9,10,7,8,6,6,8,9,5,2,"0","0","0","0"
142,1,167,"1",12,8,14,"0",9,9,9,10,7,8,8,8,8,8,8,2,"0","1","0","0"
142,1,168,"1",12,10,18,"0",9,9,9,10,7,6,9,9,10,9,10,2,"0","0","0","0"
142,1,169,"1",12,10,18,"0",9,9,9,10,7,10,10,10,10,10,10,2,"0","0","0","0"
142,0,170,"0",12,9,16,"0",9,9,9,10,7,4,7,7,9,8,7,2,"0","0","0","0"
142,1,171,"1",12,7,14,"0",9,9,9,10,7,4,10,9,5,6,2,2,"0","0","0","0"
142,1,172,"1",12,8,14,"0",9,9,9,10,7,8,7,8,8,8,8,2,"0","0","0","0"
142,1,173,"1",12,8,15,"0",9,9,9,10,7,6,4,8,9,9,9,2,"0","0","0","0"
143,0,160,"0",4,5,9,"0",7,10,7,8,7,5,5,7,8,7,4,3,"0","0","0","0"
143,0,161,"1",4,8,12,"0",7,10,7,8,7,5,6,8,9,8,6,3,"0","0","0","0"
143,0,163,"1",4,8,13,"0",7,10,7,8,7,9,8,9,8,9,8,3,"0","1","0","0"
143,0,169,"1",4,8,15,"0",7,10,7,8,7,8,9,9,8,8,8,3,"0","0","0","0"
143,0,170,"0",4,4,8,"0",7,10,7,8,7,5,5,9,6,7,8,3,"0","0","0","0"
143,0,171,"1",4,9,15,"0",7,10,7,8,7,8,9,9,7,8,8,3,"0","0","0","0"
144,0,158,"0",3,4,13,"0",7,8,8,9,9,4,6,7,4,7,4,2,"0","0","1","0"
144,0,159,"0",3,4,13,"0",7,8,8,9,9,4,7,8,5,7,4,2,"0","0","1","0"
144,0,160,"0",3,7,14,"0",7,8,8,9,9,7,8,8,8,8,7,2,"0","0","0","0"
144,0,161,"1",3,9,14,"0",7,8,8,9,9,8,8,8,10,7,9,2,"0","0","1","0"
144,1,162,"1",3,9,17,"0",7,8,8,9,9,7,7,8,8,7,7,2,"0","1","1","0"
144,0,163,"0",3,7,13,"0",7,8,8,9,9,6,7,7,8,7,7,2,"0","0","0","0"
144,0,164,"0",3,8,15,"0",7,8,8,9,9,8,8,7,7,6,7,2,"0","0","0","0"
144,0,165,"0",3,6,13,"0",7,8,8,9,9,7,6,6,5,6,5,2,"0","0","0","0"
144,0,166,"0",3,7,15,"0",7,8,8,9,9,7,8,8,7,7,6,2,"0","0","0","0"
144,0,167,"0",3,6,9,"0",7,8,8,9,9,6,7,8,7,7,7,2,"0","0","1","0"
144,0,168,"0",3,5,12,"0",7,8,8,9,9,5,5,6,6,5,5,2,"0","0","1","0"
144,0,169,"1",3,7,15,"0",7,8,8,9,9,7,7,8,8,6,7,2,"0","0","1","0"
144,0,171,"0",3,6,14,"0",7,8,8,9,9,5,7,8,7,7,6,2,"0","0","0","0"
144,0,172,"0",3,7,11,"0",7,8,8,9,9,5,8,7,7,8,7,2,"1","0","0","0"
144,0,173,"0",3,6,10,"0",7,8,8,9,9,6,7,8,6,7,6,2,"0","0","0","0"
145,0,158,"0",5,8,17,"0",5,5,7,9,7,7,10,10,7,9,8,3,"0","0","1","0"
145,0,159,"0",5,8,16,"0",5,5,7,9,7,7,10,10,10,10,8,3,"0","0","1","0"
145,0,160,"0",5,7,12,"0",5,5,7,9,7,8,10,7,10,7,5,3,"0","0","0","0"
145,0,161,"1",5,9,13,"0",5,5,7,9,7,10,9,9,9,8,7,3,"0","0","1","0"
145,0,162,"0",5,8,14,"0",5,5,7,9,7,9,9,9,8,9,8,3,"1","0","1","0"
145,0,163,"1",5,9,14,"0",5,5,7,9,7,9,9,8,7,9,7,3,"0","0","0","1"
145,0,164,"1",5,9,16,"0",5,5,7,9,7,9,10,10,9,8,9,3,"0","0","0","0"
145,0,165,"0",5,2,8,"0",5,5,7,9,7,8,8,7,7,5,4,3,"0","0","0","0"
145,0,166,"0",5,3,8,"0",5,5,7,9,7,7,7,7,7,7,4,3,"0","0","0","0"
145,0,167,"0",5,8,11,"0",5,5,7,9,7,10,9,9,8,7,4,3,"0","0","1","0"
145,0,168,"0",5,8,15,"0",5,5,7,9,7,6,9,8,8,7,10,3,"0","1","1","0"
145,0,169,"0",5,7,15,"0",5,5,7,9,7,9,7,9,7,7,5,3,"0","0","1","0"
145,0,170,"0",5,9,15,"0",5,5,7,9,7,8,10,9,7,7,10,3,"0","0","1","0"
145,0,171,"0",5,8,14,"0",5,5,7,9,7,9,9,9,7,8,5,3,"0","0","0","0"
145,0,172,"1",5,9,12,"0",5,5,7,9,7,9,9,9,7,8,7,3,"0","0","0","0"
145,0,173,"1",5,10,14,"0",5,5,7,9,7,8,10,10,10,10,10,3,"0","0","0","0"
146,1,164,"1",1,10,20,"0",8,8,8,8,8,10,9,10,10,8,8,5,"1","0","0","0"
147,0,158,"0",7,5,13,"0",8,7,8,9,7,5,5,8,5,5,5,1,"0","0","0","0"
147,0,159,"0",7,5,10,"0",8,7,8,9,7,5,6,8,5,5,4,1,"0","0","0","0"
147,1,160,"1",7,8,14,"0",8,7,8,9,7,8,6,7,8,9,7,1,"1","0","1","0"
147,0,161,"1",7,6,10,"0",8,7,8,9,7,7,6,7,6,6,5,1,"0","0","0","0"
147,0,162,"0",7,5,10,"0",8,7,8,9,7,5,6,6,6,5,4,1,"0","0","0","0"
147,0,163,"1",7,8,14,"0",8,7,8,9,7,7,8,8,7,7,8,1,"0","0","0","0"
147,0,164,"0",7,5,11,"0",8,7,8,9,7,6,8,8,6,6,5,1,"0","1","0","0"
147,1,165,"1",7,6,14,"0",8,7,8,9,7,7,7,7,5,6,5,1,"0","0","0","0"
147,1,166,"1",7,7,15,"0",8,7,8,9,7,8,8,8,6,8,7,1,"0","0","1","0"
147,0,167,"0",7,6,11,"0",8,7,8,9,7,6,6,6,6,6,5,1,"0","0","0","0"
147,0,168,"0",7,4,9,"0",8,7,8,9,7,4,8,8,4,4,3,1,"0","0","0","0"
147,1,169,"1",7,7,16,"0",8,7,8,9,7,8,7,8,7,7,5,1,"0","0","0","0"
147,0,170,"0",7,5,11,"0",8,7,8,9,7,4,7,8,4,6,4,1,"0","0","0","0"
147,0,171,"0",7,5,14,"0",8,7,8,9,7,4,7,9,4,6,3,1,"0","0","1","0"
147,1,172,"1",7,10,18,"0",8,7,8,9,7,8,10,10,10,8,8,1,"0","0","1","0"
147,0,173,"0",7,6,10,"0",8,7,8,9,7,6,8,8,8,4,5,1,"0","0","0","0"
148,0,158,"0",2,1,9,"0",8,9,9,9,8,4,8,8,2,6,1,1,"0","0","0","0"
148,0,159,"0",2,2,8,"0",8,9,9,9,8,3,8,8,2,7,1,1,"0","0","0","0"
148,0,160,"0",2,5,12,"0",8,9,9,9,8,7,5,7,8,8,6,1,"0","1","1","0"
148,0,161,"0",2,4,9,"0",8,9,9,9,8,5,8,8,5,5,1,1,"0","0","0","0"
148,0,162,"0",2,8,14,"0",8,9,9,9,8,6,8,8,4,9,7,1,"0","0","0","0"
148,0,163,"1",2,8,15,"0",8,9,9,9,8,7,9,9,8,8,7,1,"0","0","0","0"
148,0,164,"0",2,4,10,"0",8,9,9,9,8,4,6,7,6,7,2,1,"0","0","0","0"
148,0,165,"0",2,1,9,"0",8,9,9,9,8,6,7,6,1,5,2,1,"0","0","0","0"
148,0,166,"0",2,7,15,"0",8,9,9,9,8,7,8,7,5,5,2,1,"1","0","1","0"
148,0,167,"0",2,6,11,"0",8,9,9,9,8,3,8,8,5,8,2,1,"0","0","0","0"
148,0,168,"0",2,5,12,"0",8,9,9,9,8,2,8,8,4,2,2,1,"0","0","0","0"
148,1,169,"1",2,6,15,"0",8,9,9,9,8,8,8,8,5,5,2,1,"0","0","0","0"
148,0,170,"0",2,4,10,"0",8,9,9,9,8,3,8,8,4,8,1,1,"0","0","0","0"
148,0,171,"0",2,9,17,"0",8,9,9,9,8,4,8,8,7,8,5,1,"0","0","1","0"
148,0,172,"0",2,9,15,"0",8,9,9,9,8,7,8,8,10,10,7,1,"0","0","1","0"
148,0,173,"0",2,7,12,"0",8,9,9,9,8,7,9,9,5,8,2,1,"0","0","0","0"
149,0,159,"0",4,4,11,"0",8,8,8,8,8,4,7,8,4,6,7,2,"0","0","0","0"
149,1,160,"1",4,8,13,"0",8,8,8,8,8,9,7,8,8,8,6,2,"0","0","0","0"
149,0,161,"0",4,7,14,"0",8,8,8,8,8,8,6,8,8,6,8,2,"0","0","0","0"
149,0,163,"0",4,5,13,"0",8,8,8,8,8,5,6,6,4,4,4,2,"0","0","0","0"
149,0,164,"0",4,3,8,"0",8,8,8,8,8,3,7,8,3,3,3,2,"0","0","0","0"
149,1,166,"1",4,7,14,"0",8,8,8,8,8,8,5,6,3,7,8,2,"0","1","0","0"
149,0,167,"0",4,5,12,"0",8,8,8,8,8,4,6,7,7,5,8,2,"0","0","0","0"
149,0,169,"1",4,7,16,"0",8,8,8,8,8,8,7,8,7,7,8,2,"0","0","0","0"
149,1,172,"1",4,7,13,"0",8,8,8,8,8,7,7,7,6,6,6,2,"0","0","0","0"
150,0,160,"0",2,7,14,"0",7,9,8,9,8,9,7,7,7,7,2,5,"0","0","0","0"
150,0,161,"0",2,7,13,"0",7,9,8,9,8,8,5,8,8,8,7,5,"0","0","0","0"
150,0,162,"0",2,7,12,"0",7,9,8,9,8,6,6,7,6,6,5,5,"0","0","0","0"
150,0,164,"0",2,7,16,"0",7,9,8,9,8,8,7,6,7,6,7,5,"0","0","1","0"
150,1,167,"1",2,7,13,"0",7,9,8,9,8,7,7,8,8,8,8,5,"0","0","0","0"
150,0,169,"1",2,9,17,"0",7,9,8,9,8,9,9,9,9,9,7,5,"0","0","0","0"
150,0,170,"0",2,8,14,"0",7,9,8,9,8,5,6,9,6,9,3,5,"0","0","0","0"
151,0,158,"0",2,2,11,"0",9,10,10,10,8,4,5,5,1,3,1,4,"0","0","0","0"
151,0,159,"0",2,6,13,"0",9,10,10,10,8,3,7,7,4,6,5,4,"0","0","0","0"
151,0,160,"0",2,6,14,"0",9,10,10,10,8,8,6,8,7,7,6,4,"0","0","0","0"
151,0,161,"0",2,9,17,"0",9,10,10,10,8,9,7,8,8,7,7,4,"0","1","0","0"
151,1,162,"1",2,8,17,"0",9,10,10,10,8,9,8,7,7,6,9,4,"0","0","0","0"
